1	My	HAS	speaker	3	np/(n/pp)	ba(s:dcl, fa(np, *
2	name	CON	name	1	n/pp	* )
3	is	ENS	be	0	(s:dcl\np)/pp	fa(s:dcl\np, bxc((s:dcl\np)/pp, *
4	n't	NOT	not	3	(s\np)\(s\np)	* )
5	on	REL	on	3	pp/np	fa(pp, *
6	the	DEF	the	5	np/n	rp(np, fa(np, *
7	list	CON	list	6	n	* )
8	.	NIL	.	3	.	* )))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	love	ENS	love	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	hard-boiled	IST	hard-boiled	4	n/n	rp(np, lx(np, n, fa(n, *
4	eggs	CON	egg	2	n	* ))
5	.	NIL	.	2	.	* ))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	study	ENS	study	0	((s:dcl\np)/pp)/pp	fa(s:dcl\np, fa((s:dcl\np)/pp, *
3	from	REL	from	2	pp/np	fa(pp, *
4	eight	CLO	20:00	3	n	lx(np, n, * )))
5	to	REL	to	2	pp/np	fa(pp, *
6	eleven	CLO	23:00	5	n	rp(np, lx(np, n, * )
7	.	NIL	.	2	.	* )))))
						
1	Which	QUE	entity	0	(s:wq/(s:dcl\np))/n	fa(s:wq, fa(s:wq/(s:dcl\np), *
2	river	CON	river	1	n	* )
3	runs	ENS	run	1	s:dcl\np	ba(s:dcl\np, *
4	through	REL	through	3	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
5	Dublin	GPE	dublin	4	n	rp(np, lx(np, n, * )
6	?	QUE	?	1	.	* )))))
						
1	Mary	PER	mary	2	n	rp(s:dcl, ba(s:dcl, lx(np, n, * )
2	was	PST	be	0	(s:dcl\np)/(s:pss\np)	fa(s:dcl\np, *
3	arrested	EXS	arrest	2	(s:pss\np)/pp	fa(s:pss\np, *
4	for	REL	for	3	pp/np	fa(pp, *
5	shoplifting	CON	shoplifting	4	n	lx(np, n, * )))))
6	.	NIL	.	2	.	* ))
						
1	The	DEF	the	3	np/n	ba(s:dcl, fa(np, *
2	bill	CON	bill	1	n	* )
3	amounts	ENS	amount	0	(s:dcl\np)/pp	fa(s:dcl\np, *
4	to	REL	to	3	pp/np	fa(pp, *
5	five~thousand	QUC	5000	6	n/n	rp(np, lx(np, n, fa(n, *
6	yen	UOM	yen	4	n	* ))
7	.	NIL	.	3	.	* )))))
						
1	I	PRO	speaker	3	np	ba(s:dcl, *
2	want	ENS	want	3	(s:dcl\np)/np	ba(s:dcl\np, *
3	a	DIS	a	0	np/n	rp((s:X\np)\((s:X\np)/np), lx((s:X\np)\((s:X\np)/np), np, fa(np, *
4	dozen	QUC	12	5	n/n	fa(n, *
5	cream~puffs	CON	cream~puff	3	n	* )))
6	.	NIL	.	3	.	* ))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	got	EPS	get~up	0	(s:dcl\np)/pr	ba(s:dcl\np, fa(s:dcl\np, *
3	up	REL	up	2	pr	* )
4	at	REL	at	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
5	six	CLO	06:00	4	n	rp(np, lx(np, n, * )
6	.	NIL	.	2	.	* )))))
						
1	The	DEF	the	3	np/n	rp(s:dcl, ba(s:dcl, fa(np, *
2	doorbell	CON	doorbell	1	n	* )
3	rang	EPS	ring	0	s:dcl\np	* )
4	.	NIL	.	3	.	* ))
						
1	Thomas~Edison	PER	thomas~edison	3	n	ba(s:dcl, lx(np, n, * )
2	invented	EPS	invent	3	(s:dcl\np)/np	ba(s:dcl\np, *
3	the	DEF	the	0	np/n	rp((s:X\np)\((s:X\np)/np), lx((s:X\np)\((s:X\np)/np), np, fa(np, *
4	light~bulb	CON	light~bulb	3	n	* ))
5	.	NIL	.	3	.	* ))))
						
1	They	PRO	person	2	np	rp(s:dcl, ba(s:dcl, *
2	quarreled	EPS	quarrel	0	s:dcl\np	* )
3	.	NIL	.	2	.	* ))
						
1	I	PRO	speaker	2	np	rp(s:dcl, ba(s:dcl, *
2	ate	EPS	eat	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	the	DEF	the	2	np/n	fa(np, *
4	green	COL	green	5	n/n	fa(n, *
5	apples	CON	apple	3	n	* ))))
6	.	NIL	.	2	.	* ))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	want	ENS	want	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	some	DIS	some	2	np/n	rp(np, fa(np, *
4	popcorn	CON	popcorn	3	n	* )
5	.	NIL	.	2	.	* ))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	joined	EPS	join	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	a	DIS	a	2	np/n	rp(np, fa(np, *
4	political~party	CON	political~party	3	n	* )
5	.	NIL	.	2	.	* ))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	says	ENS	say	0	(s:dcl\np)/s:dcl	fa(s:dcl\np, *
3	he	PRO	male	4	np	ba(s:dcl, *
4	's	NOW	be	2	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, *
5	not	NOT	not	6	(s:adj\np)/(s:adj\np)	rp(s:adj\np, fa(s:adj\np, *
6	hungry	IST	hungry	4	s:adj\np	* )
7	.	NIL	.	2	.	* ))))))
						
1	He	PRO	male	2	np	ba(s:dcl, *
2	acquired	EPS	acquire	0	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, *
3	Russian	CON	russian	2	n	lx(np, n, * ))
4	quickly	IST	quickly	2	(s\np)\(s\np)	rp((s\np)\(s\np), *
5	.	NIL	.	2	.	* ))))
						
1	Our	HAS	speaker	3	np/n	rp(s:dcl, ba(s:dcl, fa(np, *
2	farm	CON	farm	1	n	* )
3	is	NOW	be	0	(s:dcl\np)/(s:pss\np)	ba(s:dcl\np, fa(s:dcl\np, *
4	located	IST	located	3	s:pss\np	* )
5	in	REL	in	3	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
6	rural	IST	rural	7	n/n	lx(np, n, fa(n, *
7	Nebraska	GPE	nebraska	5	n	* )))))
8	.	NIL	.	3	.	* ))
						
1	He	PRO	male	2	np	ba(s:dcl, *
2	drank	EPS	drink	0	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, *
3	orange~juice	CON	orange~juice	2	n	lx(np, n, * ))
4	out~of	REL	out~of	2	((s:dcl\np)\(s:dcl\np))/np	fa((s:dcl\np)\(s:dcl\np), *
5	a	DIS	a	4	np/n	rp(np, fa(np, *
6	bottle	CON	bottle	5	n	* )
7	.	NIL	.	2	.	* )))))
						
1	The	DEF	the	4	np/n	ba(s:dcl, fa(np, *
2	mice	CON	mouse	1	n	* )
3	ate	EPS	eat	4	(s:dcl\np)/np	ba(s:dcl\np, *
4	some	DIS	entity	0	np/pp	rp((s:X\np)\((s:X\np)/np), lx((s:X\np)\((s:X\np)/np), np, fa(np, *
5	of	REL	of	4	pp/np	fa(pp, *
6	the	DEF	the	5	np/n	fa(np, *
7	bread	CON	bread	6	n	* ))))
8	.	NIL	.	4	.	* ))))
						
1	What	QUE	entity	0	s:wq/(s:dcl\np)	rp(s:wq, fa(s:wq, *
2	's	ENS	be	1	(s:dcl\np)/np	fa(s:dcl\np, *
3	your	HAS	hearer	2	np/(n/pp)	fa(np, *
4	last~name	CON	last~name	3	n/pp	* )))
5	?	QUE	?	1	.	* ))
						
1	Tom	PER	tom	2	n	rp(s:dcl, ba(s:dcl, lx(np, n, * )
2	had	EPS	have	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	jet~lag	CON	jet~lag	2	n	lx(np, n, * )))
4	.	NIL	.	2	.	* ))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	used	PST	use	0	(s:dcl\np)/(s:to\np)	fa(s:dcl\np, *
3	to	NIL	to	2	(s:to\np)/(s:b\np)	fa(s:to\np, *
4	swim	EXS	swim	3	(s:b\np)/pp	fa(s:b\np, *
5	in	REL	in	4	pp/np	fa(pp, *
6	this	PRX	this	5	np/n	rp(np, fa(np, *
7	river	CON	river	6	n	* )
8	.	NIL	.	2	.	* )))))))
						
1	The	DEF	the	3	np/n	ba(s:dcl, fa(np, *
2	bell	CON	bell	1	n	* )
3	rings	ENS	ring	0	s:dcl\np	ba(s:dcl\np, *
4	at	REL	at	3	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
5	8:00	CLO	20:00	4	n	rp(np, lx(np, n, * )
6	.	NIL	.	3	.	* )))))
						
1	The	DEF	the	3	np/n	ba(s:dcl, fa(np, *
2	blackbird	CON	blackbird	1	n	* )
3	whistles	ENS	whistle	0	s:dcl\np	rp(s:dcl\np, *
4	.	NIL	.	3	.	* )))
						
1	She	PRO	female	2	np	ba(s:dcl, *
2	is	NOW	be	0	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, *
3	partial	IST	partial	2	(s:adj\np)/pp	fa(s:adj\np, *
4	to	REL	to	3	pp/np	fa(pp, *
5	sweets	CON	sweet	4	n	rp(np, lx(np, n, * )
6	.	NIL	.	2	.	* ))))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	bought	EPS	buy	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, *
3	a	DIS	a	2	np/n	fa(np, *
4	Persian	GPO	persia	5	n/n	fa(n, *
5	rug	CON	rug	3	n	* )))
6	.	NIL	.	2	.	* )))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	spilled	EPS	spill	0	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, *
3	coffee	CON	coffee	2	n	lx(np, n, * ))
4	on	REL	on	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
5	your	HAS	hearer	4	np/(n/pp)	fa(np, *
6	tablecloth	CON	tablecloth	5	n/pp	rp(n/pp, *
7	.	NIL	.	2	.	* ))))))
						
1	How	QUE	manner	0	s:wq/s:q	fa(s:wq, *
2	did	PST	do	1	(s:q/(s:b\np))/np	fa(s:q, fa(s:q/(s:b\np), *
3	Anne~Frank	PER	anne~frank	2	n	lx(np, n, * ))
4	die	EXS	die	2	s:b\np	rp(s:b\np, *
5	?	QUE	?	1	.	* ))))
						
1	Somebody	DIS	person	2	np	rp(s:dcl, ba(s:dcl, *
2	farted	EPS	fart	0	s:dcl\np	ba(s:dcl\np, *
3	in	REL	in	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
4	the	DEF	the	3	np/n	fa(np, *
5	elevator	CON	elevator	4	n	* ))))
6	.	NIL	.	2	.	* ))
						
1	Do	NOW	do	0	(s:q/(s:b\np))/np	fa(s:q, fa(s:q/(s:b\np), *
2	you	PRO	hearer	1	np	* )
3	know	EXS	know	1	(s:b\np)/np	fa(s:b\np, *
4	anybody	DIS	person	3	np	ba(np, *
5	in	REL	in	4	(np\np)/np	fa(np\np, *
6	Boston	GPE	boston	5	n	rp(np, lx(np, n, * )
7	?	QUE	?	1	.	* ))))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	has	NOW	have	0	(s:dcl\np)/(s:pt\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:pt\np), *
3	n't	NOT	not	2	(s\np)\(s\np)	* )
4	broken	EXT	break	2	(s:pt\np)/np	rp(s:pt\np, fa(s:pt\np, *
5	any	DIS	any	4	np/n	fa(np, *
6	laws	CON	law	5	n	* ))
7	.	NIL	.	2	.	* ))))
						
1	Linda	PER	linda	2	n	ba(s:dcl, lx(np, n, * )
2	likes	ENS	like	0	(s:dcl\np)/np	fa(s:dcl\np, *
3	chocolate	CON	chocolate	2	n	rp(np, lx(np, n, * )
4	.	NIL	.	2	.	* ))))
						
1	Mary	PER	mary	2	n	ba(s:dcl, lx(np, n, * )
2	shrieked	EPS	shriek	0	s:dcl\np	rp(s:dcl\np, *
3	.	NIL	.	2	.	* )))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	was	PST	be	0	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, *
3	good	IST	good	2	(s:adj\np)/pp	fa(s:adj\np, *
4	at	REL	at	3	pp/np	fa(pp, *
5	playing	EXG	play	6	np/np	fa(np, *
6	chess	CON	chess	4	n	rp(np, lx(np, n, * )
7	.	NIL	.	2	.	* )))))))
						
1	Tom	PER	tom	5	n	ba(s:dcl, lx(np, n, * )
2	never	NOT	time	5	(s\np)/(s\np)	fa(s:dcl\np, *
3	tells	ENS	tell	5	((s:dcl\np)/np)/np	ba(s:dcl\np, fa((s:dcl\np)/np, *
4	me	PRO	speaker	3	np	* )
5	anything	DIS	entity	0	np	rp((s:X\np)\((s:X\np)/np), lx((s:X\np)\((s:X\np)/np), np, * )
6	.	NIL	.	5	.	* )))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	did	PST	do	0	(s:dcl\np)/(s:b\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:b\np), *
3	n't	NOT	not	2	(s\np)\(s\np)	* )
4	realize	EXS	realize	2	(s:b\np)/s:dcl	fa(s:b\np, *
5	he	PRO	male	6	np	ba(s:dcl, *
6	had	EPS	have~on	4	((s:dcl\np)/pr)/np	ba(s:dcl\np, fa(s:dcl\np, fa((s:dcl\np)/pr, *
7	his	HAS	male	6	np/(n/pp)	fa(np, *
8	sweater	CON	sweater	7	n/pp	* ))
9	on	REL	on	6	pr	* )
10	inside~out	IST	inside~out	6	(s:dcl\np)\(s:dcl\np)	rp((s:dcl\np)\(s:dcl\np), *
11	.	NIL	.	2	.	* )))))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	am	NOW	be	0	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, *
3	convinced	IST	convinced	2	(s:adj\np)/s:em	fa(s:adj\np, *
4	that	SUB	that	3	s:em/s:dcl	fa(s:em, *
5	I	PRO	speaker	6	np	ba(s:dcl, *
6	am	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, *
7	right	IST	right	6	s:adj\np	rp(s:adj\np, *
8	.	NIL	.	2	.	* ))))))))
						
1	How	QUE	how	0	(s:wq/(s:q/(s:adj\np)))/(s:adj\np)	ba(s:wq, fa(s:wq, fa(s:wq/(s:q/(s:adj\np)), *
2	old	DEG	old	1	s:adj\np	* )
3	was	PST	be	1	(s:q/(s:adj\np))/np	fa(s:q/(s:adj\np), *
4	Howard~Caine	PER	howard~caine	3	n	lx(np, n, * )))
5	when	REL	when	1	(s:wq\s:wq)/s:dcl	rp(s:wq\s:wq, fa(s:wq\s:wq, *
6	he	PRO	male	7	np	ba(s:dcl, *
7	died	EPS	die	5	s:dcl\np	* ))
8	?	QUE	?	1	.	* )))
						
1	How	QUE	how	0	(s:wq/(s:q/np))/n	rp(s:wq, fa(s:wq, fa(s:wq/(s:q/np), *
2	many	QUV	?	3	n/n	fa(n, *
3	museums	CON	museum	1	n	* ))
4	are	ENS	be	1	((s:q/np)/pp)/np	fa(s:q/np, fa((s:q/np)/pp, *
5	there	NIL	there	4	np	* )
6	in	REL	in	4	pp/np	fa(pp, *
7	Oslo	GPE	oslo	6	n	lx(np, n, * ))))
8	?	QUE	?	1	.	* ))
						
1	They	PRO	person	2	np	ba(s:dcl, *
2	clustered	EPS	cluster	0	s:dcl\np	ba(s:dcl\np, *
3	around	REL	around	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
4	the	DEF	the	3	np/n	rp(np, fa(np, *
5	fire	CON	fire	4	n	* )
6	.	NIL	.	2	.	* )))))
						
1	There	NIL	there	2	np:thr	ba(s:dcl, *
2	are	ENS	be	0	(s:dcl\np:thr)/np	ba(s:dcl\np:thr, fa(s:dcl\np:thr, *
3	some	DIS	some	2	np/n	fa(np, *
4	apples	CON	apple	3	n	* ))
5	in	REL	in	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
6	the	DEF	the	5	np/n	rp(np, fa(np, *
7	basket	CON	basket	6	n	* )
8	.	NIL	.	2	.	* )))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	bought	EPS	buy	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, *
3	half~a~dozen	QUC	6	4	n/n	lx(np, n, fa(n, *
4	eggs	CON	egg	2	n	* )))
5	.	NIL	.	2	.	* )))
						
1	Where	QUE	location	0	s:wq/(s:q/pp)	fa(s:wq, *
2	is	ENS	be	1	(s:q/pp)/np	fa(s:q/pp, *
3	the	DEF	the	2	np/n	rp(np, fa(np, *
4	Salton~Sea	GEO	salton~sea	3	n	* )
5	?	QUE	?	1	.	* ))))
						
1	The	DEF	the	3	np/n	ba(s:dcl, fa(np, *
2	fly	CON	fly	1	n	* )
3	buzzes	EXS	buzz	0	s:dcl\np	rp(s:dcl\np, *
4	.	NIL	.	3	.	* )))
						
1	The	DEF	the	3	np/n	rp(s:dcl, ba(s:dcl, fa(np, *
2	airplane	CON	airplane	1	n	* )
3	landed	EPS	land	0	s:dcl\np	ba(s:dcl\np, *
4	at	REL	at	3	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
5	Narita	NTH	narita	6	n/n	lx(np, n, fa(n, *
6	Airport	CON	airport	4	n	* )))))
7	.	NIL	.	3	.	* ))
						
1	"	NIL	"	2	s:wq/s:wq	rp(s:wq, rp(s:wq, fa(s:wq, *
2	Whose	HAS	person	0	(s:wq/(s:q/np))/n	fa(s:wq, fa(s:wq/(s:q/np), *
3	gloves	CON	glove	2	n	* )
4	are	ENS	be	2	(s:q/np)/np	fa(s:q/np, *
5	these	PRX	entity	4	np	* )))
6	?	QUE	?	2	.	* )
7	"	NIL	"	2	rrb	* ))
						
1	"	NIL	"	3	lrb	ba(s:dcl, lp(s:dcl, *
2	They	PRO	entity	3	np	ba(s:dcl, *
3	are	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, *
4	Lisa	PER	lisa	3	n	ba(np, lx(np, n, * )
5	's	HAS	's	4	np\np	* ))))
6	.	NIL	.	3	s:dcl\s:dcl	rp(s:dcl\s:dcl, *
7	"	NIL	"	6	rrb	* )))
						
1	She	PRO	female	2	np	ba(s:dcl, *
2	waved	EPS	wave	0	((s:dcl\np)/pp)/np	fa(s:dcl\np, fa((s:dcl\np)/pp, *
3	her	HAS	female	2	np/(n/pp)	fa(np, *
4	hand	CON	hand	3	n/pp	* ))
5	to	REL	to	2	pp/np	fa(pp, *
6	us	PRO	speaker	5	np	rp(np, *
7	.	NIL	.	2	.	* )))))
						
1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )
2	is	NOW	be	0	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, *
3	massaging	EXG	massage	2	(s:ng\np)/np	rp(s:ng\np, fa(s:ng\np, *
4	his	HAS	male	3	np/(n/pp)	fa(np, *
5	knees	CON	knee	4	n/pp	* ))
6	.	NIL	.	2	.	* ))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	was	PST	be	0	(s:dcl\np)/(s:ng\np)	ba(s:dcl\np, fa(s:dcl\np, *
3	expecting	EXG	expect	2	(s:ng\np)/np	fa(s:ng\np, *
4	you	PRO	hearer	3	np	* ))
5	at	REL	at	2	((s\np)\(s\np))/np	fa((s\np)\(s\np), *
6	11:00~a.m.	CLO	11:00	5	n	lx(np, n, * )))))
						
1	The	DEF	the	4	np/n	ba(s:dcl, fa(np, *
2	first	ORD	1	3	n/n	fa(n, *
3	atomic~bomb	CON	atomic~bomb	1	n	* ))
4	was	PST	be	0	(s:dcl\np)/(s:pss\np)	fa(s:dcl\np, *
5	dropped	EXS	drop	4	(s:pss\np)/pp	fa(s:pss\np, *
6	on	REL	on	5	pp/np	fa(pp, *
7	Japan	GPE	japan	6	n	rp(np, lx(np, n, * )
8	.	NIL	.	4	.	* ))))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	handed	EPS	hand	0	((s:dcl\np)/pp)/np	fa(s:dcl\np, fa((s:dcl\np)/pp, *
3	the	DEF	the	2	np/n	fa(np, *
4	mike	CON	mike	3	n	* ))
5	to	REL	to	2	pp/np	fa(pp, *
6	him	PRO	male	5	np	rp(np, *
7	.	NIL	.	2	.	* )))))
						
1	I	PRO	speaker	2	np	ba(s:dcl, *
2	'm	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, *
